"";"p_sr";"p_mr";"p_pr"
"865";16683,036735547;8162,29874953162;15889,2907466429
"866";20476,8407911409;20452,7804423412;19906,4653919349
"867";17783,2399116692;25457,7764121471;16935,5139035672
"868";18245,1913466739;23718,0755885113;17404,9265473468
"869";18468,3562911206;28178,8241778146;17637,8740813305
"870";17977,3934133379;4887,26008818857;17130,6831607099
"871";24940,139680075;10969,4510401059;25911,598978832
"872";16013,5419022069;-4385,18425401393;15304,088695771
"873";14618,760999415;28449,9154770589;14216,7680384054
"874";12299,8763781638;-2892,68005865254;12831,7145679262
"875";13755,8379504757;57102,2586248713;13637,5582010767
"876";12666,0677355064;17495,7043115469;13013,5470279001
"877";18245,1913466739;24025,878632525;17404,9265473468
"878";17129,3666244404;10727,3083465602;16301,2942617868
"879";16013,5419022069;1914,08897475153;15304,088695771
"880";12387,111554948;-3585,78034382872;12873,7350293794
"881";13781,8924577399;16341,573537915;13653,9636075365
"882";21146,335624481;63897,8228629129;20727,5869792846
"883";15120,8821244201;34254,2993665831;14587,1524697378
"884";11550,2430132729;-229,067022121511;12504,5630529724
"885";16013,5419022069;17456,069617846;15304,088695771
"886";17129,3666244404;23534,2410650048;16301,2942617868
"887";17129,3666244404;26359,5323131075;16301,2942617868
"888";13558,7275132932;19666,8100863565;13515,6657538545
"889";15120,8821244201;27193,8266668115;14587,1524697378
"890";19361,0160689074;22176,6014667396;18608,7340811599
"891";15567,2120133135;23618,1500780098;14936,4062804063
"892";40024,5277700608;36177,5175104951;51278,6559099981
"893";16013,5419022069;6323,79962833878;15304,088695771
"894";12274,5806317108;42251,242321522;12819,6822747805
"895";21369,5005689277;47823,2021005284;21008,0745712599
"896";12166,1782599458;29358,4117543651;12768,8977358177
"897";19361,0160689074;23699,1480125319;18608,7340811599
"898";21146,335624481;18214,5305520138;20727,5869792846
"899";19361,0160689074;19444,7117701164;18608,7340811599
"900";24940,139680075;22198,9011921193;25911,598978832
"901";13781,8924577399;8412,53408754058;13653,9636075365
"902";15976,7420028676;48359,1671101749;15273,0858736218
"903";14295,0267727534;17674,3185084146;13990,8699975085
"904";17687,2789855572;14602,0177815594;16840,1977815795
"905";19361,0160689074;24774,6952586612;18608,7340811599
"906";18245,1913466739;25611,5027817171;17404,9265473468
"907";10343,7798488523;-4175,93960045837;12109,3391953399
"908";14019,9201874867;38630,5567986872;13806,9894487494
"909";17143,7161303683;47040,4125458002;16314,8248463475
"910";14897,7171799734;18621,5708796913;14419,5613205905
"911";12666,0677355064;17235,1157628251;13013,5470279001
"912";21592,6655133744;11105,9380436968;21291,8690083808
"913";16013,5419022069;7139,44567747228;15304,088695771
"914";15120,8821244201;5051,71017263271;14587,1524697378
"915";18803,1037077907;7170,79147359729;17994,6991251774
"916";17129,3666244404;15566,0367031256;16301,2942617868
"917";14897,7171799734;12151,4381425222;14419,5613205905
"918";11773,4079577196;-4693,38816850446;12595,5451689593
"919";10546,0007632627;1597,61706620082;12164,0191935856
"920";19361,0160689074;24795,1442101477;18608,7340811599
"921";21467,3360805732;34507,4560031146;21132,0859227389
"922";14897,7171799734;7573,34480542596;14419,5613205905
"923";13054,3747388436;36138,6119689588;13221,8199062751
"924";18245,1913466739;14016,6546048475;17404,9265473468
"925";12666,0677355064;-3340,97079706471;13013,5470279001
"926";14562,9697633033;27416,0005573062;14177,1099502073
"927";35540,4745412933;26039,3675575713;43457,3368690162
"928";12884,5796908614;13232,7427314222;13128,8069761227
"929";14335,1183550233;14928,3247964652;14018,2900115455
"930";15373,0361951504;21647,7451881832;14782,1751855942
"931";26213,5634860767;23987,3723204536;27826,244230805
"932";14674,5522355267;18855,3921521278;14256,7273579283
"933";16013,5419022069;31432,0541343074;15304,088695771
"934";18245,1913466739;7498,5765332086;17404,9265473468
"935";18133,6088744506;29563,7807466127;17289,9522833431
"936";17129,3666244404;28586,3568437696;16301,2942617868
"937";19361,0160689074;21874,7332325112;18608,7340811599
"938";16013,5419022069;20811,4614438787;15304,088695771
"939";16571,4542633237;20194,5778586417;15788,9974218802
"940";24940,139680075;22292,8560925191;25911,598978832
"941";17129,3666244404;27050,5996855255;16301,2942617868
"942";18245,1913466739;24053,6314075077;17404,9265473468
"943";18331,2214327581;17306,6603295021;17494,2559476406
"944";50608,6162233234;50372,9331965912;67611,3033600291
"945";13781,8924577399;31005,9935123716;13653,9636075365
"946";23306,3714382751;18741,1400477374;23575,9746321774
"947";25436,2576680744;65473,4265258126;26648,3397553844
"948";13781,8924577399;5787,31532493513;13653,9636075365
"949";16906,2016799937;27449,0317078531;16093,1389639388
"950";16013,5419022069;17243,6814529682;15304,088695771
"951";12442,9027910597;44503,6779467231;12901,0355774566
"952";17129,3666244404;26456,5273045599;16301,2942617868
"953";17196,3161077744;18295,9045132939;16364,5732550892
"954";15455,6295410901;26137,1876817793;14847,3495173706
"955";17129,3666244404;26755,5992113259;16301,2942617868
"956";15009,2996521967;32542,105185153;14502,7653725892
"957";21436,3161532951;51781,3610653607;21092,6980762922
"958";20367,7466080482;55954,5164469127;19775,6184756408
"959";24940,139680075;22566,9183373312;25911,598978832
"960";17129,3666244404;19802,1410611393;16301,2942617868
"961";14897,7171799734;3672,31254361104;14419,5613205905
"962";26055,9644023085;44686,9440481756;27585,1771050498
"963";13781,8924577399;26925,894953805;13653,9636075365
"964";16013,5419022069;23091,6610887749;15304,088695771
"965";19361,0160689074;20658,6548256911;18608,7340811599
"966";13558,7275132932;11178,6617477713;13515,6657538545
"967";17129,3666244404;19822,7694921196;16301,2942617868
"968";18579,938763344;59904,6914598523;17755,8348483679
"969";17687,2789855572;26575,9557157308;16840,1977815795
"970";13223,9800966231;-2100,76399741322;13317,7169590854
"971";18245,1913466739;24916,1408915203;17404,9265473468
"972";16236,7068466536;23696,1522874068;15494,7156007886
"973";17129,3666244404;26863,4091914706;16301,2942617868
"974";22150,5778744912;22991,3313716715;22015,4943464518
"975";17129,3666244404;27567,3613879737;16301,2942617868
"976";18245,1913466739;11485,4893989339;17404,9265473468
"977";23824,3149578415;20326,4429002777;24300,6872731204
"978";19361,0160689074;25703,1651707748;18608,7340811599
"979";19361,0160689074;9939,26827435195;18608,7340811599
"980";21536,8742772628;53129,5505709108;21220,6131173868
"981";12666,0677355064;-1347,86649723165;13013,5470279001
"982";34703,6059996182;62256,3668694701;41991,3080710196
"983";15790,3769577602;5412,69427375495;15117,9689183868
"984";24885,7209083716;68701,485898369;25831,5305275445
"985";13781,8924577399;20808,9718282763;13653,9636075365
"986";21592,6655133744;9833,02549389098;21291,8690083808
"987";78475,5496620988;66211,9113133391;61809,1687868378
"988";17129,3666244404;27558,5770750623;16301,2942617868
"989";52726,4069131338;64978,593760673;70173,5808138207
"990";13607,8238010715;8692,61550504901;13545,6591140155
"991";12666,0677355064;16481,2515053302;13013,5470279001
"992";13447,1450410698;6438,2165890485;13448,410172693
"993";19361,0160689074;53798,9002556438;18608,7340811599
"994";18331,0094260609;60241,1951125218;17494,0350807571
"995";18245,1913466739;9525,56936621293;17404,9265473468
"996";14897,7171799734;26475,1120686838;14419,5613205905
"997";18133,6088744506;12652,3482264206;17289,9522833431
"998";14063,0802877427;13801,0923262285;13835,3420478338
"999";19361,0160689074;15451,8275403455;18608,7340811599
"1000";14228,2223466333;16641,119323479;13945,5310391403
"1001";26272,1554422412;37783,7076305291;27916,1512397625
"1002";19361,0160689074;10830,632524875;18608,7340811599
"1003";12144,609368065;739,809367459267;12758,9440368398
"1004";11773,4079577196;31152,8812937718;12595,5451689593
"1005";16013,5419022069;27400,6301607341;15304,088695771
"1006";16236,7068466536;6651,32405050844;15494,7156007886
"1007";15455,6295410901;32984,1238278616;14847,3495173706
"1008";14897,7171799734;13673,8150969567;14419,5613205905
"1009";14897,7171799734;4161,34606049675;14419,5613205905
"1010";19361,0160689074;8853,13342398126;18608,7340811599
"1011";26055,9644023085;22437,7639246378;27585,1771050498
"1012";15455,6295410901;20775,7232566122;14847,3495173706
"1013";18245,1913466739;13510,5337556163;17404,9265473468
"1014";16266,6332657039;7964,6587033635;15520,6186917665
"1015";19361,0160689074;48368,9148420962;18608,7340811599
"1016";12108,1553743896;7214,57262240537;12742,235247892
"1017";15232,4645966434;6032,73481221031;14672,7163605651
"1018";15455,6295410901;17557,0736464569;14847,3495173706
"1019";11550,2430132729;5596,6503724223;12504,5630529724
"1020";12526,1656318327;26044,170706355;12942,3955955849
"1021";17129,3666244404;16193,5101864627;16301,2942617868
"1022";30519,2632912425;20290,4023160962;34781,1243891618
"1023";15232,4645966434;13284,509018437;14672,7163605651
"1024";21592,6655133744;21897,1506443424;21291,8690083808
"1025";78475,5496620988;61067,3325217487;61809,1687868378
"1026";16013,5419022069;6109,10505200271;15304,088695771
"1027";78475,5496620988;76586,2721240148;61809,1687868378
"1028";30519,2632912425;24362,6597122187;34781,1243891618
"1029";17687,2789855572;20065,6458562016;16840,1977815795
"1030";18245,1913466739;11736,4275505841;17404,9265473468
"1031";13000,8151521764;3245,23574286606;13192,1560202404
"1032";22708,4902356079;22382,3726102682;22758,6934592063
"1033";16013,5419022069;20109,3508593384;15304,088695771
"1034";27171,789124542;22833,5830535674;29315,1701804829
"1035";18440,2932993564;61644,7945162402;17608,3623872137
"1036";15120,8821244201;34253,624607102;14587,1524697378
"1037";16226,9545385813;8656,14277935401;15486,2917093558
"1038";16954,9074291192;27420,937435382;16138,2031597725
"1039";13781,8924577399;13385,0491094813;13653,9636075365
"1040";14005,0574021866;20759,4608197389;13797,2687065552
"1041";13781,8924577399;43964,0886778347;13653,9636075365
"1042";13223,9800966231;22974,0565402657;13317,7169590854
"1043";19361,0160689074;25337,9210419403;18608,7340811599
"1044";47256,6341247451;34827,8436182933;62975,3245821871
"1045";11103,9131243795;26816,3362869993;12339,170921889
"1046";13223,9800966231;4187,73919730261;13317,7169590854
"1047";14897,7171799734;7832,09275336564;14419,5613205905
"1048";14897,7171799734;20723,4804618768;14419,5613205905
"1049";16683,036735547;26670,9860721463;15889,2907466429
"1050";34215,6223738438;62184,2362483433;41138,3559501963
"1051";19361,0160689074;24670,3614509162;18608,7340811599
"1052";17129,3666244404;26446,7729389127;16301,2942617868
"1053";17129,3666244404;28890,7038419014;16301,2942617868
"1054";19361,0160689074;6723,00384484418;18608,7340811599
"1055";13447,1450410698;10555,7261276022;13448,410172693
"1056";17129,3666244404;29159,506385142;16301,2942617868
"1057";32303,1880659133;64720,040785131;37820,2202893889
"1058";10845,8563408685;9884,84589715768;12253,7527073674
"1059";72535,6432069452;74488,9479758991;72153,8569074242
"1060";18803,1037077907;24121,1759474631;17994,6991251774
"1061";16013,5419022069;29123,9727210123;15304,088695771
"1062";23824,3149578415;12882,357683857;24300,6872731204
"1063";19361,0160689074;21353,0887297858;18608,7340811599
"1064";18803,1037077907;25467,4182811975;17994,6991251774
"1065";16013,5419022069;2916,89257948659;15304,088695771
"1066";18803,1037077907;11251,8737628339;17994,6991251774
"1067";75552,0856533007;76793,4522872735;67682,1862342356
"1068";78475,5496620988;74684,707883236;61809,1687868378
"1069";13781,8924577399;2010,2354089655;13653,9636075365
"1070";16013,5419022069;6675,62313351315;15304,088695771
"1071";19026,2686522374;10187,0123364842;18237,4453824912
"1072";14339,8048188566;6307,35650940426;14021,505539342
"1073";17687,2789855572;25509,4122274453;16840,1977815795
"1074";10992,3306521561;9776,54560212698;12301,3118770528
"1075";13781,8924577399;29949,819430029;13653,9636075365
"1076";18245,1913466739;11134,2842569668;17404,9265473468
"1077";18914,686180014;20663,2857481353;18115,5901320069
"1078";14897,7171799734;1737,69821541477;14419,5613205905
"1079";25498,0520411917;22901,1575561492;26740,9454563333
"1080";14897,7171799734;37007,6358048422;14419,5613205905
"1081";19361,0160689074;14544,9001202853;18608,7340811599
"1082";21592,6655133744;18120,5361004127;21291,8690083808
"1083";18245,1913466739;10878,4305997444;17404,9265473468
"1084";15846,1681938719;11253,1997720031;15164,0735844985
"1085";78475,5496620988;69526,8919096692;61809,1687868378
"1086";13781,8924577399;18740,9549830342;13653,9636075365
"1087";14339,8048188566;11270,5890728356;14021,505539342
"1088";12331,3203188363;119,884471728466;12846,7669699837
"1089";21592,6655133744;24770,7163540218;21291,8690083808
"1090";24940,139680075;22698,1963117709;25911,598978832
"1091";13781,8924577399;661,605186920613;13653,9636075365
"1092";18245,1913466739;59910,3526661256;17404,9265473468
"1093";18245,1913466739;8599,43597665895;17404,9265473468
"1094";14897,7171799734;34706,2171172621;14419,5613205905
"1095";15455,6295410901;21482,6871665912;14847,3495173706
"1096";19137,8511244607;18802,7917683776;18360,258625159
"1097";18245,1913466739;10697,459816942;17404,9265473468
"1098";17520,8314117416;13872,4594033472;16676,6828671239
"1099";16013,5419022069;24334,9748263778;15304,088695771
"1100";17129,3666244404;3517,65501631144;16301,2942617868
"1101";15455,6295410901;33672,4244495984;14847,3495173706
"1102";13781,8924577399;1401,08232173417;13653,9636075365
"1103";21592,6655133744;13783,5771106789;21291,8690083808
"1104";19361,0160689074;19109,8812756827;18608,7340811599
"1105";13781,8924577399;12182,2665807353;13653,9636075365
"1106";13223,9800966231;6742,07282151654;13317,7169590854
"1107";13781,8924577399;25418,391364228;13653,9636075365
"1108";15232,4645966434;10893,7310192669;14672,7163605651
"1109";22115,3512880103;17203,2818099102;21969,2175250215
"1110";17129,3666244404;27052,5187502773;16301,2942617868
"1111";11271,2868327145;-1731,3760445388;12398,5859980182
"1112";19918,9284300242;9790,44294750225;19246,2499813828
"1113";13781,8924577399;17975,2853529388;13653,9636075365
"1114";14339,8048188566;5016,98679678235;14021,505539342
"1115";27171,789124542;20815,6814112784;29315,1701804829
"1116";16013,5419022069;11228,9043956883;15304,088695771
"1117";19528,3897772424;22612,1968944157;18797,5589073245
"1118";17129,3666244404;30643,0488171447;16301,2942617868
"1119";14897,7171799734;5154,28198307846;14419,5613205905
"1120";17218,3090130496;22294,566596075;16385,4437783568
"1121";30519,2632912425;22590,1065590987;34781,1243891618
"1122";19807,3459578008;23800,634184856;19116,9058346268
"1123";18245,1913466739;3821,12790559512;17404,9265473468
"1124";14897,7171799734;8291,65286182985;14419,5613205905
"1125";14897,7171799734;17278,4211528273;14419,5613205905
"1126";17129,3666244404;2961,32348599937;16301,2942617868
"1127";28287,6138467755;13310,9349101242;31095,3267338399
"1128";14339,8048188566;3405,43103697896;14021,505539342
"1129";16906,2016799937;19060,1710211476;16093,1389639388
"1130";20291,8035774529;18442,9086077604;19685,0307067647
"1131";18245,1913466739;11051,8184493911;17404,9265473468
"1132";16013,5419022069;18705,3180507412;15304,088695771
"1133";14897,7171799734;32145,4387275372;14419,5613205905
"1134";24047,4799022882;24196,0709422799;24617,5562300002
"1135";16571,4542633237;18600,6204483882;15788,9974218802
"1136";15455,6295410901;7878,39136767108;14847,3495173706
"1137";21470,3934403121;68873,5428734459;21135,971472418
"1138";14091,4891851708;10704,4695541747;13854,1052794169
"1139";21592,6655133744;24729,0324043315;21291,8690083808
"1140";20030,5109022475;24713,3429835271;19376,5021085521
"1141";12261,7040144162;22562,3336077658;12813,5836948058
"1142";11679,1096104436;19371,2205443168;12556,431981691
"1143";77821,8628285265;74009,7576717734;63259,7702453824
"1144";17129,3666244404;12703,6961984867;16301,2942617868
"1145";17129,3666244404;25918,0968353692;16301,2942617868
"1146";13580,3187216684;40930,4363920735;13528,8258946624
"1147";17729,479476552;53238,3200633582;16882,0208279381
"1148";16526,8212744343;11567,945904986;15749,1864887672
"1149";17129,3666244404;25143,9085114198;16301,2942617868
"1150";20768,829804455;15717,8237995328;20260,7824863062
"1151";50187,9056700525;56850,5139335506;67066,1331261923
"1152";20476,8407911409;18329,8158004833;19906,4653919349
"1153";14674,5522355267;342,367127388716;14256,7273579283
"1154";14045,729213312;10028,4259277564;13823,9215848218
"1155";13223,9800966231;11629,8975424776;13317,7169590854
"1156";14310,7933760786;11251,9381320737;14001,6344994125
"1157";19361,0160689074;24521,0308262063;18608,7340811599
"1158";22150,5778744912;18651,5658451943;22015,4943464518
"1159";17575,6965133338;17985,9054557038;16730,3260520578
"1160";17129,3666244404;9538,18804922886;16301,2942617868
"1161";17240,9490966638;4473,11560348142;16406,9714372396
"1162";15009,2996521967;4884,3987229215;14502,7653725892
"1163";19584,1810133541;8138,96101745311;18860,9664882392
"1164";16571,4542633237;8198,66921747942;15788,9974218802
"1165";13000,8151521764;6824,55830131005;13192,1560202404
"1166";16013,5419022069;8356,53133409843;15304,088695771
"1167";13566,7949260349;1781,76422386616;13520,5774167387
"1168";19361,0160689074;22450,4636864476;18608,7340811599
"1169";18245,1913466739;4753,26185740437;17404,9265473468
"1170";14339,8048188566;12898,7272555698;14021,505539342
"1171";26161,5214210318;15081,1270049848;27746,5161388827
"1172";14897,7171799734;11701,9950088412;14419,5613205905
"1173";13165,4885646837;20725,7254723785;13284,3091022311
"1174";11505,3645429446;18271,9285648139;12486,9300685746
"1175";17910,4439300039;9853,42477892153;17063,0340186685
"1176";13223,9800966231;7440,17643198743;13317,7169590854
"1177";14039,3913288897;4471,25319763087;13819,757451682
"1178";14897,7171799734;19523,4556228807;14419,5613205905
"1179";16013,5419022069;8334,62247143872;15304,088695771
"1180";15455,6295410901;27063,1654537581;14847,3495173706
"1181";11550,2430132729;25229,0534010977;12504,5630529724
"1182";12219,737846613;5557,55013468768;12793,8314429717
"1183";31077,1756523592;21448,2593288869;35724,1580528024
"1184";24940,139680075;16671,8279790087;25911,598978832
"1185";11936,7535388073;29250,0861758385;12665,6015054412
"1186";18211,2814333652;59976,7213162435;17369,8796233629
"1187";13558,7275132932;40546,5517325178;13515,6657538545
"1188";16571,4542633237;3618,61464928277;15788,9974218802
"1189";14771,0152827638;23844,6133154389;14326,5254009367
"1190";20852,840247792;6064,64232240617;20363,8221487209
"1191";25831,8286903534;35899,3153749863;27244,2767236525
"1192";15678,7944855368;5710,86367579922;15026,6148312354
"1193";18803,1037077907;10361,0119288145;17994,6991251774
"1194";14451,38729108;15928,0156336064;14098,7005935215
"1195";14562,9697633033;4312,50694747269;14177,1099502073
"1196";16013,5419022069;18304,4843601352;15304,088695771
"1197";16013,5419022069;31014,2008489165;15304,088695771
"1198";13223,9800966231;3833,77666093502;13317,7169590854
"1199";34880,4642180922;49908,7314672191;42300,8441484617
"1200";16571,4542633237;29792,3582980549;15788,9974218802
"1201";14897,7171799734;8235,24570041988;14419,5613205905
"1202";32824,5794838714;37274,4434379451;38719,9379670093
"1203";12666,0677355064;15533,6503557004;13013,5470279001
"1204";13558,7275132932;23710,5777513282;13515,6657538545
"1205";17129,3666244404;13583,8464270039;16301,2942617868
"1206";17129,3666244404;27920,3206333965;16301,2942617868
"1207";78475,5496620988;74628,0312280646;61809,1687868378
"1208";16013,5419022069;18248,6916073402;15304,088695771
"1209";15797,9868823658;1487,58944016322;15124,2408370154
"1210";23659,6080705926;45062,1657961057;24068,5874517131
"1211";17129,3666244404;3914,25120285526;16301,2942617868
"1212";13781,8924577399;15355,61707698;13653,9636075365
"1213";10746,8492132647;-5263,81705386937;12222,9872858547
"1214";20476,8407911409;10845,3919132296;19906,4653919349
"1215";18133,6088744506;38046,4642084865;17289,9522833431
"1216";12331,3203188363;17846,1283130134;12846,7669699837
"1217";78475,5496620988;73420,3768463619;61809,1687868378
"1218";19656,8993105021;2700,94341967627;18943,9595969561
"1219";11801,0580943365;16278,3889506496;12607,1988414031
"1220";14463,784103744;24908,4905652907;14107,352027068
"1221";14203,8750511942;10709,4551979564;13929,1162360141
"1222";17129,3666244404;29175,2738251295;16301,2942617868
"1223";17129,3666244404;18461,3560834946;16301,2942617868
"1224";12108,1553743896;29946,0516753243;12742,235247892
"1225";14005,0574021866;3951,91479584761;13797,2687065552
"1226";19361,0160689074;20646,0312282322;18608,7340811599
"1227";33750,0668249863;24061,5429373402;40326,5061853573
"1228";18245,1913466739;27870,1121235071;17404,9265473468
"1229";14897,7171799734;1304,24021226633;14419,5613205905
"1230";22708,4902356079;17916,7469861042;22758,6934592063
"1231";19838,0088211678;18082,5337938517;19152,3587745192
"1232";19361,0160689074;24231,392696538;18608,7340811599
"1233";13781,8924577399;-1397,30165842641;13653,9636075365
"1234";16013,5419022069;31489,2647678442;15304,088695771
"1235";17129,3666244404;6556,72922966257;16301,2942617868
"1236";48922,4600108147;53199,3460112866;65360,170093588
"1237";27171,789124542;21092,6374664092;29315,1701804829
"1238";12108,1553743896;8363,99502891675;12742,235247892
"1239";14339,8048188566;9745,77735150047;14021,505539342
"1240";16571,4542633237;27147,6724241758;15788,9974218802
"1241";17129,3666244404;9595,68602195848;16301,2942617868
"1242";24940,139680075;11632,3301197318;25911,598978832
"1243";13223,9800966231;-1866,76165531483;13317,7169590854
"1244";11303,7908068732;-4642,67328890599;12410,4883621811
"1245";78475,5496620988;70321,3900993047;61809,1687868378
"1246";45254,9115225415;57780,8351009469;59927,5898302703
"1247";13223,9800966231;43441,5810198439;13317,7169590854
"1248";15366,3635633115;32506,5122057423;14776,9375951422
"1249";16013,5419022069;17864,1487399181;15304,088695771
"1250";12945,0239160648;-2351,19061239809;13161,5735642151
"1251";13773,6241965481;19670,9454772407;13648,7500411681
"1252";15120,8821244201;2209,25054117385;14587,1524697378
"1253";19361,0160689074;18439,0303741423;18608,7340811599
"1254";17129,3666244404;6210,39248024486;16301,2942617868
"1255";16641,3606821716;7768,9188910313;15851,7034112528
"1256";11327,0780688262;14093,7953903452;12419,0883000256
"1257";11661,8254854962;23513,6253219042;12549,3688163215
"1258";16628,0935262242;49065,0023937048;15839,7697972053
"1259";12331,3203188363;16017,5836824374;12846,7669699837
"1260";13223,9800966231;13854,7973571634;13317,7169590854
"1261";17129,3666244404;16533,1163214752;16301,2942617868
"1262";17798,8614577805;27037,5496205194;16951,1025209401
"1263";19361,0160689074;12631,6576234968;18608,7340811599
"1264";17319,5477900979;8097,44003264792;16482,0459253145
"1265";46575,9810441827;48805,6110956529;61959,7026416032
"1266";12331,3203188363;26438,5737805534;12846,7669699837
"1267";10500,2519496511;-6941,5980415456;12151,2355280705
"1268";15678,7944855368;8580,89016558137;15026,6148312354
"1269";13781,8924577399;38420,892260626;13653,9636075365
"1270";20476,8407911409;12288,0144324629;19906,4653919349
"1271";18245,1913466739;13363,3138276534;17404,9265473468
"1272";12364,7950605033;16659,560417898;12862,9078632191
"1273";16013,5419022069;8539,80535965227;15304,088695771
"1274";41677,5105135776;43821,4733236888;54094,4211022304
"1275";24940,139680075;18180,8098925138;25911,598978832
"1276";16013,5419022069;26726,0263290349;15304,088695771
"1277";19361,0160689074;25683,6385186417;18608,7340811599
"1278";18579,938763344;14216,0067639276;17755,8348483679
"1279";12331,3203188363;24449,2166013513;12846,7669699837
"1280";21592,6655133744;12595,8225553464;21291,8690083808
"1281";13781,8924577399;32248,6363269417;13653,9636075365
"1282";13781,8924577399;7177,12543983106;13653,9636075365
"1283";15678,7944855368;5888,69343658909;15026,6148312354
"1284";12889,2326799531;8259,180137516;13131,315782532
"1285";16236,7068466536;9826,22238758113;15494,7156007886
"1286";27171,789124542;21875,9832715588;29315,1701804829
"1287";17129,3666244404;14187,6883319626;16301,2942617868
"1288";18245,1913466739;3408,36282260995;17404,9265473468
"1289";14339,8048188566;31511,2143132966;14021,505539342
"1290";19361,0160689074;21103,1168422746;18608,7340811599
"1291";12832,3256191192;6214,36366513558;13100,7881351227
"1292";19361,0160689074;44036,7438319894;18608,7340811599
"1293";16638,4037466577;30131,3690935113;15849,0423538857
"1294";24316,7953572464;13984,8292507483;25003,5532977854
"1295";11884,9904299429;6200,1418358814;12643,0858594145
"1296";16571,4542633237;9087,57964125928;15788,9974218802
"1297";18245,1913466739;20404,2551698238;17404,9265473468
"1298";16571,4542633237;16310,8353614565;15788,9974218802
"1299";13893,4749299632;8579,23004435003;13724,9933771144
"1300";13781,8924577399;3547,29382327199;13653,9636075365
"1301";19361,0160689074;26178,1372641204;18608,7340811599
"1302";18245,1913466739;19927,2437254703;17404,9265473468
"1303";49939,1213899833;42691,7379007861;66738,4591849128
"1304";16236,7068466536;6089,26687479857;15494,7156007886
"1305";11773,4079577196;4379,42594177648;12595,5451689593
"1306";15455,6295410901;30765,2516773995;14847,3495173706
"1307";20476,8407911409;22189,489855825;19906,4653919349
"1308";26055,9644023085;19658,4305076031;27585,1771050498
"1309";19361,0160689074;23844,5764838271;18608,7340811599
"1310";14013,0467071978;34847,9939969769;13802,4912382965
"1311";14339,8048188566;3265,88526648842;14021,505539342
"1312";20303,8433262058;9495,09521770198;19699,3648245231
"1313";12666,0677355064;45056,5199864963;13013,5470279001
"1314";14562,9697633033;1503,87145826407;14177,1099502073
"1315";20476,8407911409;22262,4562534578;19906,4653919349
"1316";24940,139680075;19840,4285859587;25911,598978832
"1317";20476,8407911409;23986,7752254717;19906,4653919349
"1318";18293,4061329216;3315,05135490466;17454,9172404062
"1319";13781,8924577399;22869,2335200068;13653,9636075365
"1320";30519,2632912425;21634,3489894355;34781,1243891618
"1321";15723,4274744262;11778,324938152;15063,0193518197
"1322";67118,3141805015;67455,3530172501;76524,1660999699
"1323";22708,4902356079;21677,1547524678;22758,6934592063
"1324";19918,9284300242;15458,6152357617;19246,2499813828
"1325";14339,8048188566;4326,3396790605;14021,505539342
"1326";17129,3666244404;1206,49124652799;16301,2942617868
"1327";16200,7214993616;4314,05336144473;15463,6742942579
"1328";19999,1339110583;12856,2483991655;19339,7838088893
"1329";16571,4542633237;13586,9238908822;15788,9974218802
"1330";11773,4079577196;-2562,72117157653;12595,5451689593
"1331";13781,8924577399;10780,8255062839;13653,9636075365
"1332";21592,6655133744;25045,1268455526;21291,8690083808
"1333";11773,4079577196;4334,00458677765;12595,5451689593
"1334";17352,5315688871;1159,32481974363;16513,7066284166
"1335";36098,38690241;28943,757377211;44435,8764007583
"1336";18209,2283158763;8695,70963353757;17367,7606383871
"1337";17129,3666244404;26436,2291433709;16301,2942617868
"1338";16013,5419022069;8190,67648099549;15304,088695771
"1339";21592,6655133744;21410,516818664;21291,8690083808
"1340";17129,3666244404;19876,9764007796;16301,2942617868
"1341";19084,2915377935;11726,5631883796;18301,189106547
"1342";12709,1385697846;15585,5877000075;13035,8685311408
"1343";42012,2579302476;43122,3491160329;54656,9910009676
"1344";17295,1893364115;13712,1703204019;16458,723650712
"1345";24819,0950142071;18356,9773101266;25733,7052802449
"1346";19361,0160689074;16716,731380743;18608,7340811599
"1347";19361,0160689074;17459,5710783415;18608,7340811599
"1348";11215,4955966028;10502,747358595;12378,4318133704
"1349";13908,4604559828;16535,9286995679;13734,6276846825
"1350";16013,5419022069;4882,24039991945;15304,088695771
"1351";16571,4542633237;8862,55372642446;15788,9974218802
"1352";19361,0160689074;14404,6459960109;18608,7340811599
"1353";10992,3306521561;16254,7394391624;12301,3118770528
"1354";12610,2764993947;15503,4746820303;12984,9243394368
"1355";13781,8924577399;41847,2755553797;13653,9636075365
"1356";17607,6537333786;1197,86831333116;16761,6873897839
"1357";12066,869859667;29731,6643610187;12723,4853610947
"1358";21592,6655133744;20453,3223217214;21291,8690083808
"1359";13223,9800966231;6375,34689912386;13317,7169590854
"1360";12281,6326439553;5342,81361054163;12823,0297671329
"1361";78475,5496620988;70844,162630219;61809,1687868378
"1362";32750,9127357095;22993,6563824946;38592,5583006863
"1363";21592,6655133744;23490,1251055561;21291,8690083808
"1364";14674,5522355267;9524,52682623919;14256,7273579283
"1365";10795,7111778514;7468,72625984345;12238,0309934651
"1366";13223,9800966231;18543,7149073193;13317,7169590854
"1367";22708,4902356079;21764,5926233334;22758,6934592063
"1368";13781,8924577399;11835,3399468362;13653,9636075365
"1369";16013,5419022069;3178,4274284374;15304,088695771
"1370";14005,0574021866;25935,6012235265;13797,2687065552
"1371";17129,3666244404;15238,5016169949;16301,2942617868
"1372";22150,5778744912;11914,1152907209;22015,4943464518
